Game_Name;game_released;game_rating(max5);game_plattaform;game_genre;game_stores;game_tags_name;game_rating(max10);game_top
The Last Of Us Remastered;29/07/2014;469;XBOX_360;ADVENTURE;['PlayStation Store'];['Action-Adventure', 'Action RPG', 'Atmospheric', 'Multiplayer', 'Stealth', 'Survival', 'Zombies', '3rd-Person Perspective', 'exclusive'];9,38;true
Half-Life Deathmatch: Source;01/05/2006;328;DREAMCAST;STRATEGY;['Steam'];['Valve Anti-Cheat enabled', 'Classic', 'First-Person', 'FPS', 'Horror', 'Multiplayer', 'Sci-fi'];6,56;false
Half-Life;10/11/1998;436;GAMECUBE;PLATFORMER;['Steam'];"[""1990's"", 'Aliens', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Classic', 'Difficult', 'First-Person', 'FPS', 'Funny', 'Great Soundtrack', 'Linear', 'Moddable', 'Multiplayer', 'Retro', 'Sci-fi', 'Silent Protagonist', 'Singleplayer', 'Story Rich']";8,72;true
Bastion;20/07/2011;422;XBOX;PUZZLE;['App Store', 'Xbox 360 Store', 'PlayStation Store', 'Nintendo Store', 'GOG', 'Steam', 'Xbox Store'];['2D', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Colorful', 'Controller', 'Dynamic Narration', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Music', 'Narration', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Story Rich', 'Twin Stick Shooter', 'controller support', 'role-playing', 'steam-trading-cards'];8,44;true
Far Cry 3;28/11/2012;422;PLAYSTATION_2;EDUCATIONAL;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Partial Controller Support', 'Atmospheric', 'Colorful', 'Co-op', 'Crafting', 'First-Person', 'FPS', 'Hunting', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'cooperative'];8,44;true
Dead Space;13/10/2008;437;XBOX_360;ARCADE;['PlayStation Store', 'Xbox 360 Store', 'GOG', 'Steam'];['Full controller support', 'Aliens', 'Atmospheric', 'Dark', 'Futuristic', 'Gore', 'Horror', 'RPG', 'Sci-fi', 'Silent Protagonist', 'Singleplayer', 'Space', 'Story Rich', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Zombies', 'controller support'];8,74;true
XCOM: Enemy Unknown;09/10/2012;419;ANDROID;ADVENTURE;['PlayStation Store', 'Google Play', 'Xbox 360 Store', 'Steam'];['Cross-Platform Multiplayer', 'Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Base Building', 'Character Customization', 'Difficult', 'Futuristic', 'Great Soundtrack', 'Isometric', 'Multiplayer', 'Perma Death', 'Replay Value', 'RPG', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'steam-trading-cards'];8,38;true
Marvel's Spider-Man;07/09/2018;445;IOS;BOARD_GAMES;['PlayStation Store'];"['Action-Adventure', 'America', 'Atmospheric', ""Beat 'em up"", 'Cinematic', 'Comic Book', 'Exploration', 'Open World', 'Singleplayer', 'Superhero', '3rd-Person Perspective', 'exclusive', 'true exclusive', 'aaa ', 'new york']";8,9;true
Dark Souls III;11/04/2016;439;NINTENDO_DS;SHOOTER;['PlayStation Store', 'Steam', 'Xbox Store'];['Full controller support', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Character Customization', 'Co-op', 'Dark Fantasy', 'Difficult', 'Exploration', 'Great Soundtrack', 'Horror', 'Lore-Rich', 'Multiplayer', 'Open World', 'PvP', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'cooperative', 'steam-trading-cards'];8,78;true
For Honor;13/02/2017;333;XBOX_ONE;RPG;['Epic Games', 'PlayStation Store', 'Steam', 'Xbox Store'];['Partial Controller Support', 'Atmospheric', 'Co-op', 'Fantasy', 'Gore', 'Hack and Slash', 'Medieval', 'MOBA', 'Multiplayer', 'Online Co-Op', 'PvP', 'Realistic', 'RPG', 'Singleplayer', 'Story Rich', 'Swordplay', 'Third Person', 'War', 'Online multiplayer', 'cooperative', 'steam-trading-cards'];6,66;false
Brutal Legend;12/10/2009;369;COMMODORE_AMIGA;ADVENTURE;['App Store', 'itch.io', 'Xbox 360 Store', 'Steam', 'GOG', 'PlayStation Store'];"['Full controller support', 'Action-Adventure', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', ""Beat 'em up"", 'Comedy', 'Fantasy', 'Funny', 'Gothic', 'Great Soundtrack', 'Hack and Slash', 'Multiplayer', 'Music', 'Open World', 'RPG', 'RTS', 'Singleplayer', 'Third Person', 'controller support', 'Real time strategy', 'steam-trading-cards']";7,38;false
Bloodborne;24/03/2015;437;IOS;ADVENTURE;['PlayStation Store'];['exclusive', 'true exclusive'];8,74;true
Garry's Mod;24/12/2004;373;PLAYSTATION;SHOOTER;['Steam'];['Cross-Platform Multiplayer', 'Captions available', 'Includes level editor', 'Animation & Modeling', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Building', 'Comedy', 'Co-op', 'First-Person', 'FPS', 'Funny', 'Mod', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Physics', 'Sandbox', 'Singleplayer', 'steam-trading-cards'];7,46;false
Hitman: Absolution;19/11/2012;37;NINTENDO_SWITCH;FAMILY;['PlayStation Store', 'GOG', 'Xbox 360 Store', 'Steam'];['Partial Controller Support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Controller', 'Crime', 'Difficult', 'Linear', 'Multiplayer', 'Replay Value', 'Score Attack', 'Singleplayer', 'Stealth', 'Story Rich', 'Tactical', 'Third Person', 'Third-Person Shooter', 'steam-trading-cards', 'european'];0,74;false
Mass Effect;16/11/2007;437;SNES;CASUAL;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Action RPG', 'Atmospheric', 'Character Customization', 'Choices Matter', 'Dark Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Open World', 'Real-Time with Pause', 'Romance', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Third Person', 'Third-Person Shooter'];8,74;true
Path of Exile;23/10/2013;367;IOS;STRATEGY;['PlayStation Store', 'Xbox Store', 'Steam'];['In-App Purchases', 'Action RPG', 'Steam Achievements', 'Character Customization', 'Co-op', 'Dark Fantasy', 'Dungeon Crawler', 'Fantasy', 'Fishing', 'Free to Play', 'Hack and Slash', 'Inventory Management', 'Loot', 'MMORPG', 'Multiplayer', 'Online Co-Op', 'PvE', 'RPG', 'Singleplayer', 'Online multiplayer', 'cooperative', 'mmo', 'steam-trading-cards'];7,34;false
METAL GEAR SOLID V: GROUND ZEROES;18/03/2014;39;CLASSIC_MACINTOSH;CASUAL;['App Store', 'PlayStation Store', 'Xbox 360 Store', 'Steam', 'Xbox Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Cinematic', 'Classic', 'Cold War', 'Comedy', 'Dark', 'Great Soundtrack', 'Open World', 'Replay Value', 'Sandbox', 'Short', 'Singleplayer', 'Stealth', 'Story Rich', 'Tactical', 'Third Person', 'Third-Person Shooter'];0,78;false
Counter-Strike: Source;01/11/2004;369;PLAYSTATION_2;SHOOTER;['Steam'];['Cross-Platform Multiplayer', 'Includes Source SDK', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Competitive', 'Difficult', 'e-sports', 'First-Person', 'FPS', 'Military', 'Moddable', 'Multiplayer', 'PvP', 'Sandbox', 'Singleplayer', 'Survival', 'Tactical', 'Team-Based', 'War', 'stats'];7,38;false
Borderlands: The Pre-Sequel;13/10/2014;359;GAMECUBE;RPG;['App Store', 'Google Play', 'PlayStation Store', 'Xbox 360 Store', 'Steam'];['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Co-op', 'Female Protagonist', 'First-Person', 'FPS', 'Funny', 'Loot', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'cooperative', 'steam-trading-cards'];7,18;false
Assassinâ€™s Creed IV: Black Flag;29/10/2013;405;XBOX_360;ARCADE;['Nintendo Store', 'Xbox 360 Store', 'Xbox Store', 'Steam', 'PlayStation Store'];['Action-Adventure', 'Action RPG', 'Assassin', 'Atmospheric', 'Exploration', 'Historical', 'Mature', 'Multiplayer', 'Naval', 'Open World', 'Parkour', 'Pirates', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person'];8,1;true
Prey (2017);05/05/2017;429;PC;SPORTS;['Xbox Store', 'Steam', 'PlayStation Store'];['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Heist', 'Horror', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Stealth', 'Story Rich', 'Survival Horror', 'Violent', 'steam-trading-cards', 'Immersive Sim'];8,58;true
Mad Max;01/09/2015;371;LINUX;STRATEGY;['App Store', 'Xbox 360 Store', 'Steam', 'Xbox Store', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Driving', 'Exploration', 'First-Person', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'Third-Person Shooter', 'War', 'steam-trading-cards'];7,42;false
Company of Heroes 2;25/06/2013;315;LINUX;PUZZLE;['App Store', 'Steam'];['Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Base Building', 'Steam Workshop', 'Co-op', 'Great Soundtrack', 'Historical', 'Military', 'Multiplayer', 'Online Co-Op', 'Real-Time', 'Real-Time with Pause', 'RTS', 'Singleplayer', 'Tactical', 'Tanks', 'War', 'World War II', 'cooperative', 'steam-trading-cards', 'stats'];6,3;false
The Darkness II;07/02/2012;369;PLAYSTATION_4;CREPPY;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Comic Book', 'Co-op', 'Dark', 'First-Person', 'FPS', 'Funny', 'Gore', 'Horror', 'Multiplayer', 'Multiple Endings', 'Nudity', 'Short', 'Singleplayer', 'Story Rich', 'Supernatural', 'Violent', 'cooperative'];7,38;false
Grand Theft Auto: Vice City;27/10/2002;441;PLAYSTATION_3;RPG;['PlayStation Store', 'App Store', 'Google Play', 'Steam'];['1980s', 'Partial Controller Support', 'Atmospheric', 'Classic', 'Crime', 'Driving', 'Funny', 'Great Soundtrack', 'Mature', 'Moddable', 'Multiplayer', 'Music', 'Open World', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Violent'];8,82;true
Transistor;20/05/2014;418;ANDROID;SIMULATION;['Epic Games', 'GOG', 'Nintendo Store', 'Steam', 'PlayStation Store', 'App Store'];['2D', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Female Protagonist', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Narration', 'RPG', 'Sci-fi', 'Short', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'role-playing', 'steam-trading-cards'];8,36;true
Dishonored;25/09/2012;435;CLASSIC_MACINTOSH;SPORTS;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark', 'Dystopian', 'Fantasy', 'First-Person', 'FPS', 'Magic', 'Multiple Endings', 'Open World', 'Replay Value', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich'];8,7;true
Brothers - A Tale of Two Sons;07/08/2013;418;PC;RACING;['PlayStation Store', 'Nintendo Store', 'Google Play', 'App Store', 'Xbox Store', 'Xbox 360 Store', 'GOG', 'Steam'];['Full controller support', '3D Vision', 'Atmospheric', 'Colorful', 'Controller', 'Fantasy', 'Great Soundtrack', 'Linear', 'Local Co-Op', 'Multiplayer', 'Short', 'Singleplayer', 'Story Rich', 'Third Person', 'Walking Simulator', 'controller support'];8,36;true
Just Cause 2;23/03/2010;36;XBOX;INDIE;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Co-op', 'Destruction', 'Exploration', 'FPS', 'Funny', 'Moddable', 'Multiplayer', 'Open World', 'Physics', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'cooperative'];0,72;false
Just Cause 3;30/11/2015;33;PLAYSTATION_3; CARD;['Steam', 'Xbox Store', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Atmospheric', 'Comedy', 'Co-op', 'Destruction', 'Exploration', 'Funny', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Open World', 'Parkour', 'Physics', 'RPG', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards'];0,66;false
Fallout: New Vegas;19/10/2010;438;SEGA_MASTER_SYSTEM;PLATFORMER;['Xbox 360 Store', 'PlayStation Store', 'Steam'];['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Character Customization', 'Exploration', 'First-Person', 'FPS', 'Moddable', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'Western'];8,76;true
Darksiders;27/01/2010;375;WEB;INDIE;['Xbox 360 Store', 'Steam', 'PlayStation Store'];"['3D Platformer', 'Action-Adventure', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Character Action Game', 'Controller', 'Fantasy', 'Gore', 'Hack and Slash', 'Metroidvania', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Spectacle fighter', 'Third Person']";7,5;false
MORTAL KOMBAT X;07/04/2015;387;XBOX_360;MASSIVELY_MULTIPLAYER;['App Store', 'Google Play', 'Steam', 'Xbox Store', 'PlayStation Store'];['2.5D', '2D Fighter', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Blood', 'Competitive', 'Fantasy', 'Female Protagonist', 'Gore', 'Great Soundtrack', 'Horror', 'Local Multiplayer', 'Mature', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Third Person', 'Violent', 'steam-trading-cards'];7,74;false
Don't Starve Together;21/04/2016;381;PLAYSTATION;PLATFORMER;['Steam'];['Cross-Platform Multiplayer', '2D', 'Full controller support', 'Atmospheric', 'Steam Workshop', 'Co-op', 'Crafting', 'Difficult', 'Funny', 'Horror', 'Multiplayer', 'Online Co-Op', 'Open World', 'Sandbox', 'Singleplayer', 'Survival', 'Survival Horror', 'cooperative', 'Roguelike', 'steam-trading-cards'];7,62;false
Counter-Strike;01/11/2000;406;GAME_GEAR;INDIE;['Steam'];"['1980s', ""1990's"", 'Assassin', 'Valve Anti-Cheat enabled', 'Classic', 'Competitive', 'e-sports', 'First-Person', 'FPS', 'Military', 'Multiplayer', 'Ninja', 'PvP', 'Score Attack', 'Survival', 'Tactical', 'Team-Based']";8,12;true
GRID 2;27/05/2013;33;WII;ADVENTURE;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Valve Anti-Cheat enabled', 'Controller', 'Co-op', 'Driving', 'First-Person', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Open World', 'Realistic', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards'];0,66;false
BioShock Remastered;15/09/2016;427;NINTENDO_DSI;RPG;['GOG', 'App Store', 'Steam'];['Commentary available', 'Full controller support', 'Alternate History', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Dark', 'Dystopian', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Remake', 'RPG', 'Sci-fi', 'Singleplayer', 'Steampunk', 'Story Rich', 'Underwater'];8,54;true
Max Payne 3;15/05/2012;423;PLAYSTATION_3;SHOOTER;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['3D Vision', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Bullet Time', 'Cinematic', 'Co-op', 'Dark', 'FPS', 'Great Soundtrack', 'Linear', 'Multiplayer', 'Noir', 'Nudity', 'Open World', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent'];8,46;true
Psychonauts;01/04/2005;40;GAME_BOY;ACTION;['PlayStation Store', 'Xbox 360 Store', 'App Store', 'Steam', 'GOG'];['3D Platformer', '3D Vision', 'Action-Adventure', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cartoony', 'Classic', 'Comedy', 'Cult Classic', 'Cute', 'Exploration', 'Funny', 'Great Soundtrack', 'Psychological', 'Singleplayer', 'Story Rich', 'Surreal', 'Third Person', '3D', 'steam-trading-cards'];0,8;false
Fallout: A Post Nuclear Role Playing Game;30/09/1997;425;WII_U;INDIE;['GOG', 'Steam'];"[""1990's"", '2D', 'Steam Cloud', 'Atmospheric', 'Classic', 'CRPG', 'Difficult', 'Exploration', 'Isometric', 'Multiple Endings', 'Open World', 'Post-apocalyptic', 'Retro', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Combat', 'role-playing']";8,5;true
Left 4 Dead;17/11/2008;411;JAGUAR;ADVENTURE;['Xbox 360 Store', 'Steam'];['Captions available', 'Commentary available', 'Full controller support', 'Includes Source SDK', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Competitive', 'Co-op', 'Female Protagonist', 'First-Person', 'FPS', 'Horror', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Post-apocalyptic', 'Replay Value', 'Singleplayer', 'Survival', 'Tactical', 'Team-Based', 'Zombies', 'cooperative', 'stats'];8,22;true
Layers of Fear;15/02/2016;349;NINTENDO_SWITCH;SHOOTER;['Epic Games', 'PlayStation Store', 'App Store', 'Xbox Store', 'GOG', 'Steam'];['Full controller support', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Exploration', 'First-Person', 'Great Soundtrack', 'Horror', 'Lovecraftian', 'Mystery', 'Point & Click', 'Psychedelic', 'Short', 'Singleplayer', 'Story Rich', 'Surreal', 'Survival Horror', 'Walking Simulator', 'steam-trading-cards'];6,98;false
Trine 2: Complete Story;05/06/2013;373;SNES;FIGHTING;['Nintendo Store', 'GOG', 'Steam', 'PlayStation Store'];['Cross-Platform Multiplayer', '2D', 'Full controller support', '3D Vision', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Co-op', 'Fantasy', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Medieval', 'Multiplayer', 'Online Co-Op', 'Physics', 'RPG', 'Singleplayer', 'Split Screen', 'controller support', 'cooperative', 'steam-trading-cards'];7,46;false
Batman: Arkham City - Game of the Year Edition;07/09/2012;439;NINTENDO_DSI;ADVENTURE;['Epic Games', 'App Store', 'Steam'];"['3D Vision', 'Action-Adventure', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Batman', ""Beat 'em up"", 'Cinematic', 'Comic Book', 'Controller', 'Detective', 'Metroidvania', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Superhero', 'Third Person', 'steam-trading-cards']";8,78;true
FEZ;13/04/2012;401;JAGUAR;SPORTS;['Epic Games', 'PlayStation Store', 'itch.io', 'App Store', 'Xbox 360 Store', 'Steam', 'GOG'];['2.5D', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Controller', 'Cute', 'Exploration', 'Great Soundtrack', 'Metroidvania', 'Mystery', 'Pixel Graphics', 'Puzzle-Platformer', 'Relaxing', 'Retro', 'Singleplayer', 'controller support', 'overlay', '3D'];8,02;true
Mafia II;24/08/2010;41;NINTENDO_DS;SIMULATION;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['3D Vision', 'America', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Classic', 'Crime', 'Driving', 'Great Soundtrack', 'Multiplayer', 'Music', 'Nudity', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter'];0,82;false
Viscera Cleanup Detail: Shadow Warrior;26/09/2013;257;MACOS;MASSIVELY_MULTIPLAYER;['App Store', 'Steam'];['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Blood', 'Comedy', 'Co-op', 'First-Person', 'FPS', 'Funny', 'Gore', 'Multiplayer', 'Singleplayer', 'Split Screen', 'cooperative'];5,14;false
Batman: Arkham Asylum Game of the Year Edition;26/03/2010;438;SEGA_CD;PLATFORMER;['Epic Games', 'Xbox 360 Store', 'Steam'];"['3D Vision', 'Action-Adventure', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Batman', ""Beat 'em up"", 'Comic Book', 'Controller', 'Detective', 'Horror', 'Metroidvania', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Superhero', 'Third Person', 'steam-trading-cards']";8,76;true
Hellblade: Senua's Sacrifice;07/08/2017;43;PSP;FIGHTING;['PlayStation Store', 'Steam', 'Nintendo Store', 'Xbox Store', 'GOG'];['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Blood', 'Dark', 'Dark Fantasy', 'Fantasy', 'Female Protagonist', 'Hack and Slash', 'Horror', 'Mythology', 'Psychological', 'Realistic', 'Singleplayer', 'Story Rich', 'Third Person', 'Violent', 'Walking Simulator', 'steam-trading-cards'];0,86;false
